Entry ID,PDB ID,Resolution (Å),Asym ID,Source Organism,Gene Name,Entry Id (Polymer Entity Identifiers),Accession Code(s),Database Name
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RLF,5RLF,2.235,,Severe acute respiratory syndrome coronavirus 2,rep,5RLF,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RLE,5RLE,2.268,,Severe acute respiratory syndrome coronavirus 2,rep,5RLE,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RLD,5RLD,2.233,,Severe acute respiratory syndrome coronavirus 2,rep,5RLD,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RLC,5RLC,1.92,,Severe acute respiratory syndrome coronavirus 2,rep,5RLC,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RLB,5RLB,1.98,,Severe acute respiratory syndrome coronavirus 2,rep,5RLB,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RL9,5RL9,1.788,,Severe acute respiratory syndrome coronavirus 2,rep,5RL9,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RL8,5RL8,2.21,,Severe acute respiratory syndrome coronavirus 2,rep,5RL8,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RL7,5RL7,1.89,,Severe acute respiratory syndrome coronavirus 2,rep,5RL7,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RL6,5RL6,1.921,,Severe acute respiratory syndrome coronavirus 2,rep,5RL6,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
3SZN,3SZN,1.69,,Severe acute respiratory syndrome-related coronavirus,rep,3SZN,P0C6X7,UniProt
,,,,,1a-1b,,,
3M3V,3M3V,2.7,,Severe acute respiratory syndrome-related coronavirus,rep,3M3V,P0C6X7,UniProt
,,,,,1a-1b,,,
3M3T,3M3T,2.9,,Severe acute respiratory syndrome-related coronavirus,rep,3M3T,P0C6X7,UniProt
,,,,,1a-1b,,,
3M3S,3M3S,2.3,,Severe acute respiratory syndrome-related coronavirus,main protease,3M3S,P0C6X7,UniProt
,,,,,rep,,,
,,,,,1a-1b,,,
2IDY,2IDY,,,Severe acute respiratory syndrome-related coronavirus,rep,2IDY,P0C6X7,UniProt
,,,,,1a-1b,,,
2GRI,2GRI,,,Severe acute respiratory syndrome-related coronavirus,rep,2GRI,P0C6X7,UniProt
,,,,,1a-1b,,,
2FAV,2FAV,1.8,,Severe acute respiratory syndrome-related coronavirus,NSP3,2FAV,P0C6X7,UniProt
,,,,,rep,,,
,,,,,1a-1b,,,
7NTS,7NTS,1.477,,Severe acute respiratory syndrome coronavirus 2,rep,7NTS,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7EXM,7EXM,1.96,,Severe acute respiratory syndrome coronavirus 2,rep,7EXM,P0DTD1,UniProt
,,,,,1a-1b,,,
7B3Y,7B3Y,3.7,,Streptococcus pyogenes NZ131,prtF,7B3Y,A0A0H3BX48,UniProt
,,,,,Spy49_0119,,Q9WXS1,UniProt
,,,,Thermotoga maritima MSB8,TM_0066,,,
5X5C,5X5C,4.1,,Middle East respiratory syndrome-related coronavirus,,5X5C,K9N5Q8,UniProt
5Y3Q,5Y3Q,1.65,,Severe acute respiratory syndrome-related coronavirus,1a,5Y3Q,P0C6U8,UniProt
,,,,,1a,,,
5Y3E,5Y3E,1.65,,Severe acute respiratory syndrome-related coronavirus,1a,5Y3E,P0C6U8,UniProt
,,,,,1a,,,
3I6K,3I6K,2.8,,Homo sapiens,HLA-A,3I6K,P04439,UniProt
,,,,,HLA-A*0201 allele,,,
,,,,,HLAA,,,
,,,,,Homo sapiens MHC class I antigen (HLA-A),,,
,,,,,HLA-A,,,
,,,,,HLAA,,,
,,,,Homo sapiens,B2M,3I6K,P61769,UniProt
,,,,,beta-2-microglobulin,,,
,,,,,CDABP0092,,,
,,,,,HDCMA22P,,,
,,,,,B2M,,,
,,,,,CDABP0092,,,
,,,,,HDCMA22P,,,
,,,,SARS coronavirus TJF,,3I6K,P59596,UniProt
6XAA,6XAA,2.7,,Severe acute respiratory syndrome coronavirus 2,rep,6XAA,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Homo sapiens,UBB,6XAA,P0CG47,UniProt
,,,,,UBB,,,
6XA9,6XA9,2.9,,Severe acute respiratory syndrome coronavirus 2,rep,6XA9,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Homo sapiens,ISG15,6XA9,P05161,UniProt
,,,,,G1P2,,,
,,,,,UCRP,,,
,,,,,ISG15,,,
,,,,,G1P2,,,
,,,,,UCRP,,,
6XA4,6XA4,1.65,,Severe acute respiratory syndrome coronavirus 2,rep,6XA4,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,synthetic construct,,6XA4,,
7RN1,7RN1,2.3,,Severe acute respiratory syndrome coronavirus 2,rep,7RN1,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7RN0,7RN0,2.25,,Severe acute respiratory syndrome coronavirus 2,rep,7RN0,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
2ACF,2ACF,1.4,,SARS coronavirus Tor2,,2ACF,P0C6X7,UniProt
7P3D,7P3D,1.67,,Homo sapiens,HLA-A,7P3D,A0A5B8RNS7,UniProt
,,,,,HLA-A,,,
,,,,Homo sapiens,B2M,7P3D,P61769,UniProt
,,,,,CDABP0092,,,
,,,,,HDCMA22P,,,
,,,,,B2M,,,
,,,,,CDABP0092,,,
,,,,,HDCMA22P,,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7P3D,P0DTC2,UniProt
,,,,,2,,,
7N33,7N33,2.5,,Severe acute respiratory syndrome coronavirus 2,rep,7N33,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Homo sapiens,,7N33,,
7N06,7N06,2.2,,Severe acute respiratory syndrome coronavirus 2,rep,7N06,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Homo sapiens,,7N06,,
7K9P,7K9P,2.6,,Severe acute respiratory syndrome coronavirus 2,rep,7K9P,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
2QCY,2QCY,1.75,,Severe acute respiratory syndrome-related coronavirus,rep,2QCY,P0C6X7,UniProt
,,,,,rep,,,
,,,,,1a-1b,,,
5X59,5X59,3.7,,Middle East respiratory syndrome-related coronavirus,,5X59,K9N5Q8,UniProt
3ZBD,3ZBD,1.49,,Porcine transmissible gastroenteritis coronavirus strain Purdue,1a,3ZBD,P0C6V2,UniProt
5N19,5N19,1.62,,Severe acute respiratory syndrome-related coronavirus,rep,5N19,P0C6X7,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5C5O,5C5O,1.5,,Severe acute respiratory syndrome-related coronavirus,rep,5C5O,P0C6X7,UniProt
,,,,,1a-1b,,,
5C5N,5C5N,1.69,,Severe acute respiratory syndrome-related coronavirus,rep,5C5N,P0C6X7,UniProt
,,,,,1a-1b,,,
7SDR,7SDR,2.72,,Severe acute respiratory syndrome coronavirus 2,,7SDR,P0DTC1,UniProt
7OFU,7OFU,1.72,,Severe acute respiratory syndrome coronavirus 2,,7OFU,P0DTC1,UniProt
3EE7,3EE7,2.6,,Severe acute respiratory syndrome-related coronavirus,1a,3EE7,P0C6U8,UniProt
,,,,,1a,,,
7LKA,7LKA,1.981,,Homo sapiens,,7LKA,,
,,,,Homo sapiens,,7LKA,,
7LK9,7LK9,3.4,,Homo sapiens,,7LK9,,
,,,,Homo sapiens,,7LK9,,
5TL7,5TL7,2.44,,Severe acute respiratory syndrome-related coronavirus,rep,5TL7,P0C6X7,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Mus musculus,Isg15,5TL7,Q64339,UniProt
,,,,,G1p2,,,
,,,,,Ucrp,,,
,,,,,Isg15,,,
,,,,,G1p2,,,
,,,,,Ucrp,,,
5TL6,5TL6,2.618,,Severe acute respiratory syndrome-related coronavirus,rep,5TL6,P0C6X7,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Homo sapiens,ISG15,5TL6,P05161,UniProt
,,,,,G1P2,,,
,,,,,UCRP,,,
,,,,,ISG15,,,
,,,,,G1P2,,,
,,,,,UCRP,,,
7CUU,7CUU,1.68,,Severe acute respiratory syndrome coronavirus 2,rep,7CUU,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7CUT,7CUT,1.82,,Severe acute respiratory syndrome coronavirus 2,rep,7CUT,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,synthetic construct,,7CUT,,
6WAR,6WAR,3.4,,Middle East respiratory syndrome-related coronavirus,,6WAR,K9N5Q8,UniProt
,,,,Lama glama,,6WAR,,
6M56,6M56,,,Mus musculus,Defb4,6M56,P82019,UniProt
,,,,,Bdef4,,,
6MWM,6MWM,,,Tylonycteris bat coronavirus HKU4,rep,6MWM,P0C6W3,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5YNB,5YNB,1.98,,Human betacoronavirus 2c EMC/2012,orf1ab,5YNB,K0BWD0,UniProt
,,,,,orf1ab,,,
,,,,Human betacoronavirus 2c EMC/2012,orf1ab,5YNB,K4LC41,UniProt
,,,,,orf1ab,,,
5B6O,5B6O,2.202,,Severe acute respiratory syndrome-related coronavirus,rep,5B6O,P0C6X7,UniProt
,,,,,1a-1b,,,
2RHB,2RHB,2.8,,Severe acute respiratory syndrome-related coronavirus,NSP15,2RHB,P0C6X7,UniProt
,,,,,rep,,,
,,,,,1a-1b,,,
7D7L,7D7L,2.11,,Severe acute respiratory syndrome coronavirus 2,rep,7D7L,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
3TO2,3TO2,2.6,,Homo sapiens,HLA,3TO2,Q53Z42,UniProt
,,,,,HLA-A,,,
,,,,,HLA,,,
,,,,Homo sapiens,B2M,3TO2,P61769,UniProt
,,,,,B2M,,,
,,,,,CDABP0092,,,
,,,,,HDCMA22P,,,
,,,,SARS coronavirus TJF,,3TO2,P59596,UniProt
2J98,2J98,1.8,,Human coronavirus 229E,rep,2J98,P0C6X1,UniProt
,,,,,1a-1b,,,
,,,,Human coronavirus 229E,rep,2J98,P0C6X1,UniProt
,,,,,1a-1b,,,
7RBR,7RBR,1.88,,Severe acute respiratory syndrome coronavirus 2,,7RBR,P0DTC1,UniProt
,,,,Homo sapiens,UBB,7RBR,P0CG47,UniProt
,,,,,UBB,,,
7NFV,7NFV,1.42,,Severe acute respiratory syndrome coronavirus 2,rep,7NFV,P0DTD1,UniProt
,,,,,1a-1b,,,
7NF5,7NF5,1.94,,Severe acute respiratory syndrome coronavirus 2,rep,7NF5,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7M1Y,7M1Y,2.02,,Severe acute respiratory syndrome coronavirus 2,rep,7M1Y,P0DTD1,UniProt
,,,,,1a-1b,,,
7LFZ,7LFZ,1.9,,Homo sapiens,HLA-B,7LFZ,P01889,UniProt
,,,,,HLAB,,,
,,,,,HLA-B,,,
,,,,,HLAB,,,
,,,,Homo sapiens,B2M,7LFZ,P61769,UniProt
,,,,,CDABP0092,,,
,,,,,HDCMA22P,,,
,,,,,B2M,,,
,,,,,CDABP0092,,,
,,,,,HDCMA22P,,,
,,,,Severe acute respiratory syndrome coronavirus 2,rep,7LFZ,P0DTD1,UniProt
,,,,,1a-1b,,,
7KG3,7KG3,1.45,,Severe acute respiratory syndrome coronavirus 2,rep,7KG3,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7CX9,7CX9,1.73,,Severe acute respiratory syndrome coronavirus 2,rep,7CX9,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
5RUC,5RUC,1,,Severe acute respiratory syndrome coronavirus 2,rep,5RUC,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
2A5I,2A5I,1.88,,Severe acute respiratory syndrome-related coronavirus,rep,2A5I,P0C6X7,UniProt
,,,,,1a-1b,,,
3I6L,3I6L,2.4,,Homo sapiens,HLA-A,3I6L,P04439,UniProt
,,,,,HLAA,,,
,,,,,MHC class I antigen HLA-A*2402,,,
,,,,,HLA-A,,,
,,,,,HLAA,,,
,,,,Homo sapiens,B2M,3I6L,P61769,UniProt
,,,,,beta-2-microglobulin,,,
,,,,,CDABP0092,,,
,,,,,HDCMA22P,,,
,,,,,B2M,,,
,,,,,CDABP0092,,,
,,,,,HDCMA22P,,,
,,,,Severe acute respiratory syndrome-related coronavirus,N,3I6L,P59595,UniProt
,,,,,9a,,,
7P3E,7P3E,2,,Homo sapiens,HLA-A,7P3E,A0A5B8RNS7,UniProt
,,,,,HLA-A,,,
,,,,Homo sapiens,B2M,7P3E,P61769,UniProt
,,,,,CDABP0092,,,
,,,,,HDCMA22P,,,
,,,,,B2M,,,
,,,,,CDABP0092,,,
,,,,,HDCMA22P,,,
,,,,Severe acute respiratory syndrome-related coronavirus,,7P3E,,
6LO0,6LO0,1.939,,Severe acute respiratory syndrome-related coronavirus,1a,6LO0,P0C6U8,UniProt
,,,,,1a,,,
6LNY,6LNY,2.245,,Severe acute respiratory syndrome-related coronavirus,1a,6LNY,P0C6U8,UniProt
,,,,,1a,,,
3VB6,3VB6,2.5,,Severe acute respiratory syndrome-related coronavirus,1a,3VB6,P0C6U8,UniProt
,,,,,1a,,,
,,,,,,3VB6,,
3VB5,3VB5,1.95,,,,3VB5,,
,,,,Severe acute respiratory syndrome-related coronavirus,1a,3VB5,P0C6U8,UniProt
,,,,,1a,,,
3VB3,3VB3,2.2,,Severe acute respiratory syndrome-related coronavirus,1a,3VB3,P0C6U8,UniProt
,,,,,1a,,,
5E6J,5E6J,2.85,,Severe acute respiratory syndrome-related coronavirus,rep,5E6J,P0C6X7,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,synthetic construct,,5E6J,P0CG48,UniProt
,,,,synthetic construct,,5E6J,P0CG47,UniProt
2Z3E,2Z3E,2.32,,Severe acute respiratory syndrome-related coronavirus,rep,2Z3E,P0C6X7,UniProt
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,,,2Z3E,,
6LNN,6LNN,2.634,,Middle East respiratory syndrome-related coronavirus,,6LNN,K9N4V7,UniProt
4LM9,4LM9,1.601,,Human coronavirus OC43,N,4LM9,P33469,UniProt
,,,,,N,,,
,,,,,7a,,,
2GEC,2GEC,1.3,,Infectious bronchitis virus,N,2GEC,P32923,UniProt
5I08,5I08,4.04,,Human coronavirus HKU1 (isolate N5),S,5I08,Q0ZME7,UniProt
,,,,,3,,M1E1E4,UniProt
,,,,Escherichia virus T4,wac,,,
5GYQ,5GYQ,2.1,,Rousettus bat coronavirus HKU9,S,5GYQ,A3EXG6,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
6LNQ,6LNQ,2.244,,Severe acute respiratory syndrome-related coronavirus,rep,6LNQ,P0C6X7,UniProt
,,,,,1a-1b,,,
2D2D,2D2D,2.7,,Severe acute respiratory syndrome-related coronavirus,rep,2D2D,P0C6X7,UniProt
,,,,,1a-1b,,,
2BEZ,2BEZ,1.6,,Severe acute respiratory syndrome-related coronavirus,S,2BEZ,P59594,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
,,,,Severe acute respiratory syndrome-related coronavirus,S,2BEZ,P59594,UniProt
,,,,,2,,,
,,,,,S,,,
,,,,,2,,,
2AMQ,2AMQ,2.3,,Severe acute respiratory syndrome-related coronavirus,rep,2AMQ,P0C6X7,UniProt
,,,,,1a-1b,,,
,,,,synthetic construct,,2AMQ,,
2AMD,2AMD,1.85,,Severe acute respiratory syndrome-related coronavirus,rep,2AMD,P0C6X7,UniProt
,,,,,1a-1b,,,
1WOF,1WOF,2,,Severe acute respiratory syndrome-related coronavirus,rep,1WOF,P0C6X7,UniProt
,,,,,1a-1b,,,
7ORW,7ORW,1.95,,Severe acute respiratory syndrome coronavirus 2,rep,7ORW,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7ORV,7ORV,1.95,,Severe acute respiratory syndrome coronavirus 2,rep,7ORV,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7ORU,7ORU,1.67,,Severe acute respiratory syndrome coronavirus 2,rep,7ORU,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7ORR,7ORR,1.79,,Severe acute respiratory syndrome coronavirus 2,rep,7ORR,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7MKB,7MKB,1.9,,Homo sapiens,HLA-A,7MKB,A0A140T913,UniProt
,,,,,HLA-A,,,
,,,,Homo sapiens,B2M,7MKB,P61769,UniProt
,,,,,CDABP0092,,,
,,,,,HDCMA22P,,,
,,,,,B2M,,,
,,,,,CDABP0092,,,
,,,,,HDCMA22P,,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7MKB,P0DTC2,UniProt
,,,,,2,,,
4MM3,4MM3,2.752,,Severe acute respiratory syndrome-related coronavirus,nsp3,4MM3,P0C6X7,UniProt
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Homo sapiens,UBC,4MM3,P0CG48,UniProt
,,,,,UBC,,,
6ZOK,6ZOK,2.8,,Homo sapiens,RPS3A,6ZOK,P61247,UniProt
,,,,,FTE1,,,
,,,,,MFTL,,,
,,,,Homo sapiens,RPS17,6ZOK,P08708,UniProt
,,,,,RPS17L,,,
,,,,Homo sapiens,RPS26,6ZOK,P62854,UniProt
,,,,Homo sapiens,,6ZOK,,
,,,,Homo sapiens,RPS11,6ZOK,P62280,UniProt
,,,,Homo sapiens,RPS13,6ZOK,P62277,UniProt
,,,,Homo sapiens,RPS14,6ZOK,P62263,UniProt
,,,,,PRO2640,,,
,,,,Homo sapiens,RPS21,6ZOK,P63220,UniProt
,,,,Homo sapiens,RPS15A,6ZOK,P62244,UniProt
,,,,,OK/SW-cl.82,,,
,,,,Homo sapiens,RPS23,6ZOK,P62266,UniProt
,,,,Homo sapiens,RPS24,6ZOK,P62847,UniProt
,,,,Homo sapiens,RPS27,6ZOK,P42677,UniProt
,,,,,MPS1,,,
,,,,Homo sapiens,RPSA,6ZOK,P08865,UniProt
,,,,,LAMBR,,,
,,,,,LAMR1,,,
,,,,Homo sapiens,FAU,6ZOK,P62861,UniProt
,,,,Severe acute respiratory syndrome coronavirus 2,rep,6ZOK,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Homo sapiens,RPL41,6ZOK,P62945,UniProt
,,,,Homo sapiens,RPS2,6ZOK,P15880,UniProt
,,,,,RPS4,,,
,,,,Homo sapiens,RPS4X,6ZOK,P62701,UniProt
,,,,,CCG2,,,
,,,,,RPS4,,,
,,,,,SCAR,,,
,,,,Homo sapiens,RPS6,6ZOK,P62753,UniProt
,,,,,OK/SW-cl.2,,,
,,,,Homo sapiens,RPS7,6ZOK,P62081,UniProt
,,,,Homo sapiens,RPS8,6ZOK,P62241,UniProt
,,,,,OK/SW-cl.83,,,
,,,,Homo sapiens,RPS9,6ZOK,P46781,UniProt
7JJC,7JJC,2.36,,Homo sapiens,NRP1,7JJC,O14786,UniProt
,,,,,NRP,,,
,,,,,VEGF165R,,,
,,,,,NRP1,,,
,,,,,NRP,,,
,,,,,VEGF165R,,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7JJC,P0DTC2,UniProt
,,,,,2,,,
2Z3D,2Z3D,2.1,,Severe acute respiratory syndrome-related coronavirus,rep,2Z3D,P0C6X7,UniProt
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,,,2Z3D,,
2Z3C,2Z3C,1.79,,Severe acute respiratory syndrome-related coronavirus,rep,2Z3C,P0C6X7,UniProt
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,synthetic construct,,2Z3C,,
7K8R,7K8R,2,,Homo sapiens,,7K8R,,
,,,,Homo sapiens,,7K8R,,
7K8Q,7K8Q,2,,Homo sapiens,,7K8Q,,
,,,,Homo sapiens,,7K8Q,,
7K8O,7K8O,1.95,,Homo sapiens,,7K8O,,
,,,,Homo sapiens,,7K8O,,
7K8N,7K8N,1.65,,Homo sapiens,,7K8N,,
,,,,Homo sapiens,,7K8N,,
6IEX,6IEX,2.314,,Homo sapiens,HLA-B,6IEX,A0A499S0B6,UniProt
,,,,,HLA-B,,,
,,,,Homo sapiens,B2M,6IEX,P61769,UniProt
,,,,,B2M,,,
,,,,,CDABP0092,,,
,,,,,HDCMA22P,,,
,,,,Severe acute respiratory syndrome-related coronavirus,N,6IEX,P59595,UniProt
,,,,,9a,,,
5N5O,5N5O,2,,Severe acute respiratory syndrome-related coronavirus,rep,5N5O,P0C6X7,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
7NH7,7NH7,2.2,,Human coronavirus OC43,rep,7NH7,P0C6X6,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
,,,,Human coronavirus OC43,1a,7NH7,P0C6U7,UniProt
,,,,,1a,,,
7JVO,7JVO,2.2,,Mus musculus,Kpna2,7JVO,P52293,UniProt
,,,,,Rch1,,,
,,,,,Kpna2,,,
,,,,,Rch1,,,
,,,,Homo sapiens,ACE2,7JVO,Q9BYF1,UniProt
,,,,,UNQ868/PRO1885,,,
7DDO,7DDO,3.4,,Homo sapiens,ACE2,7DDO,Q9BYF1,UniProt
,,,,,UNQ868/PRO1885,,,
,,,,,ACE2,,,
,,,,,UNQ868/PRO1885,,,
,,,,Pangolin coronavirus,S,7DDO,A0A7D6PMV8,UniProt
6VH3,6VH3,2.2,,Middle East respiratory syndrome-related coronavirus,orf1a,6VH3,T2B9U0,UniProt
6VH2,6VH2,2.26,,Middle East respiratory syndrome-related coronavirus,orf1a,6VH2,T2B9U0,UniProt
6VH1,6VH1,2.3,,Middle East respiratory syndrome-related coronavirus,orf1a,6VH1,T2B9U0,UniProt
6VH0,6VH0,1.95,,Middle East respiratory syndrome-related coronavirus,orf1a,6VH0,T2B9U0,UniProt
6VGZ,6VGZ,2.25,,Middle East respiratory syndrome-related coronavirus,orf1a,6VGZ,T2B9U0,UniProt
6VGY,6VGY,2.05,,Middle East respiratory syndrome-related coronavirus,orf1a,6VGY,T2B9U0,UniProt
6M1D,6M1D,4.5,,Homo sapiens,SLC6A19,6M1D,Q695T7,UniProt
,,,,,B0AT1,,,
,,,,,SLC6A19,,,
,,,,,B0AT1,,,
,,,,Homo sapiens,ACE2,6M1D,Q9BYF1,UniProt
,,,,,UNQ868/PRO1885,,,
,,,,,ACE2,,,
,,,,,UNQ868/PRO1885,,,
4L72,4L72,3.005,,Homo sapiens,DPP4,4L72,P27487,UniProt
,,,,,ADCP2,,,
,,,,,CD26,,,
,,,,,DPP4,,,
,,,,,ADCP2,,,
,,,,,CD26,,,
,,,,Middle East respiratory syndrome-related coronavirus,S,4L72,R9UQ53,UniProt
7NL7,7NL7,2.1,,Homo sapiens,CD209,7NL7,Q9NNX6,UniProt
,,,,,CLEC4L,,,
,,,,,CD209,,,
,,,,,CLEC4L,,,
7NL6,7NL6,2.2,,Homo sapiens,CD209,7NL6,Q9NNX6,UniProt
,,,,,CLEC4L,,,
,,,,,CD209,,,
,,,,,CLEC4L,,,
7KKJ,7KKJ,2.05,,synthetic construct,,7KKJ,,
7BBH,7BBH,2.9,,Pangolin coronavirus,S,7BBH,A0A6M3G9R1,UniProt
6NB8,6NB8,1.5,,Homo sapiens,,6NB8,,
,,,,Homo sapiens,,6NB8,,
5N4K,5N4K,1.49,,Human coronavirus NL63,N,5N4K,Q6Q1R8,UniProt
,,,,,6,,,
,,,,,N,,,
,,,,,6,,,
2C86,2C86,3,,Infectious bronchitis virus,,2C86,P69598,UniProt
7M8T,7M8T,1.5,,Homo sapiens,HLA-A,7M8T,U5YJK1,UniProt
,,,,,HLA-A,,,
,,,,Homo sapiens,B2M,7M8T,P61769,UniProt
,,,,,CDABP0092,,,
,,,,,HDCMA22P,,,
,,,,,B2M,,,
,,,,,CDABP0092,,,
,,,,,HDCMA22P,,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7M8T,P0DTC2,UniProt
,,,,,2,,,
7M8S,7M8S,2.35,,Homo sapiens,HLA-A,7M8S,Q861F7,UniProt
,,,,,HLA-A,,,
,,,,Homo sapiens,B2M,7M8S,P61769,UniProt
,,,,,CDABP0092,,,
,,,,,HDCMA22P,,,
,,,,,B2M,,,
,,,,,CDABP0092,,,
,,,,,HDCMA22P,,,
,,,,Severe acute respiratory syndrome coronavirus 2,S,7M8S,P0DTC2,UniProt
,,,,,2,,,
6Z6I,6Z6I,2,,Severe acute respiratory syndrome coronavirus 2,rep,6Z6I,P0DTD1,UniProt
,,,,,1a-1b,,,
,,,,,rep,,,
,,,,,1a-1b,,,
6NB4,6NB4,3.6,,Middle East respiratory syndrome-related coronavirus,S,6NB4,A0A140AYW5,UniProt
,,,,Homo sapiens,,6NB4,,
,,,,Homo sapiens,,6NB4,,
7K3Q,7K3Q,1.38,,Homo sapiens,,7K3Q,,
,,,,Homo sapiens,,7K3Q,,
6M18,6M18,2.9,,Homo sapiens,SLC6A19,6M18,Q695T7,UniProt
,,,,,B0AT1,,,
,,,,,SLC6A19,,,
,,,,,B0AT1,,,
,,,,Homo sapiens,ACE2,6M18,Q9BYF1,UniProt
,,,,,UNQ868/PRO1885,,,
,,,,,ACE2,,,
,,,,,UNQ868/PRO1885,,,
7JQC,7JQC,3.3,,Oryctolagus cuniculus,,7JQC,,
,,,,Oryctolagus cuniculus,,7JQC,G1TDB3,UniProt
,,,,Oryctolagus cuniculus,,7JQC,P15880,UniProt
,,,,Oryctolagus cuniculus,RPS28,7JQC,G1TIB4,UniProt
,,,,Oryctolagus cuniculus,,7JQC,G1TNM3,UniProt
,,,,Oryctolagus cuniculus,,7JQC,G1T8A2,UniProt
,,,,Oryctolagus cuniculus,RPS5,7JQC,G1TFM5,UniProt
,,,,Oryctolagus cuniculus,RPS6,7JQC,A0A5K1UJS7,UniProt
,,,,Oryctolagus cuniculus,,7JQC,G1SJB4,UniProt
,,,,Oryctolagus cuniculus,,7JQC,G1SVB0,UniProt
,,,,Oryctolagus cuniculus,RPS9,7JQC,B7NZS8,UniProt
,,,,Oryctolagus cuniculus,,7JQC,G1SFR8,UniProt
,,,,Oryctolagus cuniculus,,7JQC,G1TU13,UniProt
,,,,Oryctolagus cuniculus,,7JQC,G1SIZ2,UniProt
,,,,Oryctolagus cuniculus,,7JQC,P63220,UniProt
,,,,Severe acute respiratory syndrome coronavirus 2,rep,7JQC,P0DTD1,UniProt
